Entry	Signal peptide
P01887	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:59595, ECO:0000269|PubMed:6165997"
P01888	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:6174509"
P01889	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:518865"
P01899	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:7225204"
P01900	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:7295646"
P01901	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7306483"
P01902	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7018573"
P01903	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:6600932, ECO:0000269|PubMed:6812963, ECO:0000269|PubMed:6955253"
P01909	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:6576979"
P01911	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:6600932, ECO:0000269|PubMed:6947956"
P01920	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:6576979"
P02462	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:4043082"
P02466	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:26479776"
P02647	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6328445, ECO:0000269|PubMed:6409108"
P02648	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:20483223"
P02649	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:7068630"
P02652	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6328445"
P02654	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:166984, ECO:0000269|PubMed:4369340"
P02655	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:194244, ECO:0000269|PubMed:6706938"
P02656	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:3949020, ECO:0000269|PubMed:4846755"
P02662	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:4331376, ECO:0000269|PubMed:5064450"
P02663	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:862906"
P02666	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:10690361, ECO:0000269|PubMed:3278933, ECO:0000269|PubMed:4557764"
P02668	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1628650, ECO:0000269|PubMed:4577852, ECO:0000269|Ref.7"
P02671	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:518846, ECO:0000269|Ref.10, ECO:0000269|Ref.14"
P02672	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:13823737, ECO:0000269|Ref.4"
P02674	SIGNAL <1..5; /evidence="ECO:0000269|PubMed:999898"
P02675	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:420779, ECO:0000269|PubMed:936108, ECO:0000269|Ref.11, ECO:0000269|Ref.13"
P02679	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:8509453, ECO:0000269|Ref.9"
P02701	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:5100762, ECO:0000269|PubMed:5100763"
P02702	SIGNAL 1..19; /evidence="ECO:0000269|Ref.2, ECO:0000269|Ref.3"
P02703	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:6691986"
P02708	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2449458"
P02712	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:7384786"
P02724	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1059087"
P02741	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:762075"
P02743	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:4055725, ECO:0000269|PubMed:81686"
P02745	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:486087"
P02746	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:486087, ECO:0000269|PubMed:708376"
P02747	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:486087"
P02748	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:6095282"
P02749	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:11250549, ECO:0000269|PubMed:1602135, ECO:0000269|PubMed:2349221, ECO:0000269|PubMed:6587378"
P02750	SIGNAL 1..35; /evidence="ECO:0000269|PubMed:3856868"
P02751	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:6630202"
P02752	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:6469943"
P02753	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2444024, ECO:0000269|PubMed:573217, ECO:0000269|PubMed:6942701"
P02754	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2340107, ECO:0000269|PubMed:4611888"
P02760	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:6164372, ECO:0000269|PubMed:6198962, ECO:0000269|Ref.12"
P02761	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:6163771, ECO:0000269|PubMed:8645715"
P02763	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:4711474"
P02765	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:3944104"
P02766	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:1517749, ECO:0000269|PubMed:3135807, ECO:0000269|PubMed:4607556, ECO:0000269|PubMed:6583672, ECO:0000269|PubMed:6651852"
P02767	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:873934"
P02769	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:843354"
P02770	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:893447"
P02771	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1709810"
P02774	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:218624, ECO:0000269|PubMed:2423133"
P02775	SIGNAL 1..34; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:2423119"
P02776	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:267922, ECO:0000269|PubMed:601757, ECO:0000269|PubMed:6445090, ECO:0000269|PubMed:7644496, ECO:0000269|PubMed:893407"
P02778	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:10233762, ECO:0000269|PubMed:11559369, ECO:0000269|PubMed:8423327"
P02784	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:6870895"
P02787	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:6833213"
P02788	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:14573629"
P02789	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:649604"
P02790	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3855550, ECO:0000269|PubMed:6510521"
P02808	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3476566"
P02810	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15693058, ECO:0000269|PubMed:3196309, ECO:0000269|PubMed:3710693, ECO:0000269|PubMed:438215, ECO:0000269|PubMed:7228490, ECO:0000269|PubMed:7380845, ECO:0000269|Ref.11"
P02814	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:479131"
P02817	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8250931"
P02866	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:1112814"
P02870	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:7240155"
P02879	SIGNAL 1..35; /evidence="ECO:0000269|Ref.4"
P03950	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2866794"
P03954	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:1935977, ECO:0000269|PubMed:6773933"
P03971	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2974034"
P03973	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:2039600, ECO:0000269|PubMed:25946035, ECO:0000269|PubMed:3462719, ECO:0000269|PubMed:3485543"
P04002	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3769927"
P04003	SIGNAL 1..48; /evidence="ECO:0000269|PubMed:4033666"
P04004	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:631332, ECO:0000269|PubMed:7522053"
P04054	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:7060561"
P04058	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3900071"
P04062	SIGNAL 1..39; /evidence="ECO:0000269|Ref.12"
P04090	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1572287"
P04155	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:15924415, ECO:0000269|PubMed:16308573, ECO:0000269|PubMed:3146413, ECO:0000269|PubMed:3261981"
P04180	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3458198"
P04196	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1459097"
P04217	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3458201"
P04275	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3495266"
P04276	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:3713442"
P04278	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:3542030, ECO:0000269|PubMed:3702459"
P04280	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:1849422"
P04405	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6541652"
P04421	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6470012"
P04439	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:92029"
P04634	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3839077"
P04639	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6798036"
P04653	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:7601973"
P04785	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8251535"
P04844	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:12665801"
P04916	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3838985"
P04925	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2894984"
P04937	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:26479776"
P05000	SIGNAL 1..21; /note="Or 23 in some molecules"; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:1693148, ECO:0000269|PubMed:7765487"
P05013	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15340161"
P05014	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:9425112"
P05059	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:12795588, ECO:0000269|PubMed:1986917, ECO:0000269|PubMed:2387861, ECO:0000269|PubMed:8243650"
P05060	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1882087, ECO:0000269|PubMed:3608978"
P05067	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:2900137, ECO:0000269|PubMed:3597385"
P05090	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7918467"
P05113	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2361960"
P05117	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:16666031"
P05154	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2556811"
P05155	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:6416294"
P05160	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:3021194"
P05164	SIGNAL 1..48; /evidence="ECO:0000269|PubMed:20332087, ECO:0000269|PubMed:2154223"
P05186	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:1458595, ECO:0000269|PubMed:3954357"
P05187	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:6651840"
P05231	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:1883960, ECO:0000269|PubMed:2610854, ECO:0000269|PubMed:3279116"
P05305	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:1864385"
P05307	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2351674, ECO:0000269|Ref.3"
P05371	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3415696, ECO:0000269|PubMed:3651384"
P05408	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:6625600"
P05451	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:2493268"
P05452	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3427041"
P05533	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3033645"
P05543	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:414747"
P05545	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2398056"
P05546	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3907702"
P05555	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:3887182"
P05623	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3135120"
P05814	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:6715339"
P06028	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3571235, ECO:0000269|PubMed:3595615, ECO:0000269|PubMed:7681597"
P06213	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:2211730, ECO:0000269|PubMed:2983222, ECO:0000269|PubMed:8257688"
P06276	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:20946535, ECO:0000269|PubMed:3542989"
P06281	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9030738"
P06312	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:50995, ECO:0000269|PubMed:9588180"
P06332	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3082751"
P06399	SIGNAL 1..19; /evidence="ECO:0000269|Ref.3"
P06681	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:10734221, ECO:0000269|PubMed:6922702"
P06727	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:6706947"
P06756	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:2467745"
P06797	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:8554545"
P06857	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:9726421"
P06858	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:2340307"
P06859	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12612832, ECO:0000269|PubMed:3514593, ECO:0000269|PubMed:3564060"
P06865	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2952641, ECO:0000305|PubMed:11707436"
P06867	SIGNAL 1..19; /evidence="ECO:0000269|Ref.2"
P06868	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3846532"
P07093	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:3997857"
P07098	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2753032"
P07141	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:3925458"
P07151	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2911353"
P07154	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:10699763, ECO:0000269|PubMed:26479776, ECO:0000269|PubMed:7777858"
P07204	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2820710"
P07214	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:3109947"
P07221	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:3427023"
P07237	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:2079031, ECO:0000269|PubMed:9150948, ECO:0000269|Ref.10, ECO:0007744|PubMed:25944712"
P07267	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8840499"
P07288	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:15340161"
P07359	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:3497398"
P07456	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2302223, ECO:0000269|PubMed:3941093"
P07477	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2598466, ECO:0000269|PubMed:7945238"
P07478	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2598466"
P07507	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3877721"
P07602	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:1958198, ECO:0000269|PubMed:8323276, ECO:0007744|PubMed:25944712"
P07634	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:3196347"
P07692	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3792544"
P07727	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:3037383"
P07759	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2049065"
P07808	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:3413293"
P07897	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:3693371"
P07981	SIGNAL 1..22; /evidence="ECO:0000269|Ref.3"
P07982	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3384334"
P07994	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2930562"
P07998	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:1587793, ECO:0000269|PubMed:2049798, ECO:0000269|PubMed:2383019, ECO:0000269|PubMed:3202829, ECO:0000269|PubMed:6201087, ECO:0000269|PubMed:8280059"
P08001	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2111146, ECO:0000269|PubMed:3480243, ECO:0000269|PubMed:6378631"
P08069	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:2877871, ECO:0000269|PubMed:8257688"
P08118	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11788998, ECO:0000269|PubMed:1930232, ECO:0000269|PubMed:3995056, ECO:0000269|PubMed:6434350, ECO:0000269|PubMed:7671139"
P08125	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2826450"
P08174	SIGNAL 1..34; /evidence="ECO:0000269|PubMed:1712233, ECO:0000269|PubMed:2428813"
P08176	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:16148130"
P08185	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:3347061"
P08236	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1311180"
P08253	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:2834383"
P08289	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2834351"
P08505	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2948184, ECO:0000269|PubMed:3262059"
P08514	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:1953640, ECO:0000269|PubMed:3534886, ECO:0000269|PubMed:8620874"
P08582	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2463331"
P08603	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:6215918"
P08648	SIGNAL 1..41; /evidence="ECO:0000269|PubMed:3033641"
P08697	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:1385210, ECO:0000269|PubMed:8484741"
P08721	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2736258, ECO:0000269|PubMed:3167835, ECO:0000269|PubMed:3469201"
P08796	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:16593709, ECO:0000269|PubMed:7118072"
P08818	SIGNAL 1..34; /evidence="ECO:0000269|Ref.2"
P08833	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:19765076, ECO:0000269|PubMed:2466665, ECO:0000269|PubMed:2971653"
P08842	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2765556"
P08878	SIGNAL 1..37; /evidence="ECO:0000269|PubMed:1868083"
P08887	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2529343"
P08904	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:3182769, ECO:0000269|PubMed:3926759"
P08905	SIGNAL 1..18; /evidence="ECO:0000269|Ref.4"
P08989	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:6853532"
P09056	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2475312"
P09102	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2851999"
P09228	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:1778989"
P09230	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:9353927"
P09237	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2253219"
P09341	SIGNAL 1..34; /evidence="ECO:0000269|PubMed:10095777, ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:1755384, ECO:0000269|PubMed:2182761, ECO:0000269|PubMed:2655583"
P09466	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:11278680, ECO:0000269|PubMed:3569148, ECO:0000269|PubMed:3667877"
P09470	SIGNAL 1..34; /evidence="ECO:0000269|PubMed:2835538"
P09486	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2306517, ECO:0000269|PubMed:3597437"
P09487	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:3458202"
P09603	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:3498652, ECO:0000269|PubMed:8051056"
P09619	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:15340161"
P09655	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3202973, ECO:0000269|PubMed:3597401"
P09871	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:3007145"
P09923	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1458595, ECO:0000269|PubMed:3458202"
P0C1B3	SIGNAL 1..21; /evidence="ECO:0000269|Ref.5"
P0C2W5	SIGNAL <1..23; /evidence="ECO:0000269|PubMed:17093081"
P0C8E7	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:17640866"
P0C8G6	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:11857466"
P0C8G7	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:11857466"
P0CAR9	SIGNAL 1..16; /evidence="ECO:0000269|Ref.2"
P0CAS0	SIGNAL 1..16; /evidence="ECO:0000269|Ref.2"
P0CB51	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:8514419"
P0CC17	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:18804547"
P0CS93	SIGNAL 1..24; /evidence="ECO:0000269|Ref.2"
P0CX77	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:3042786"
P0CX78	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:3042786"
P0CX79	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:3042786"
P0CZ17	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:3042786"
P0DJD7	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2515193, ECO:0000269|PubMed:3197840"
P0DJD8	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2515193, ECO:0000269|PubMed:3197840"
P0DJD9	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:2515193, ECO:0000269|PubMed:3197840"
P0DJI8	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:11946204, ECO:0000269|PubMed:1259755, ECO:0000269|PubMed:1463770, ECO:0000269|PubMed:1546977, ECO:0000269|PubMed:4816450, ECO:0000269|PubMed:5055786, ECO:0000269|PubMed:5056669, ECO:0000269|PubMed:6155694, ECO:0000269|PubMed:7115671"
P0DJI9	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1463770"
P0DJJ9	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2341374"
P0DKL3	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:9163528"
P0DKR6	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:23034652"
P0DKU2	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:10556514"
P0DL37	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:24723491"
P0DML2	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:4712450, ECO:0000269|PubMed:5286363"
P0DML3	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:4712450, ECO:0000269|PubMed:5286363"
P0DN86	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1150658, ECO:0000269|PubMed:6774259"
P0DUJ5	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:29108968"
P10082	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2587421, ECO:0000269|PubMed:3202875"
P10124	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:3214420, ECO:0000269|PubMed:3402609"
P10144	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:15340161"
P10145	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2145175, ECO:0000269|PubMed:2523801, ECO:0000269|PubMed:2648135"
P10147	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8541527"
P10152	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2775757, ECO:0000269|PubMed:3197838"
P10153	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:3166997, ECO:0000269|PubMed:3182786, ECO:0000269|PubMed:3458170, ECO:0000269|PubMed:3926759, ECO:0000269|PubMed:8471426"
P10163	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8373986"
P10279	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2904126"
P10297	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1912488, ECO:0000269|PubMed:2248976, ECO:0000269|PubMed:2930487, ECO:0000269|PubMed:6091760, ECO:0000269|PubMed:6885760"
P10354	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3896848"
P10493	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:3264556"
P10522	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2435734"
P10619	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:12665801, ECO:0000269|PubMed:1694176, ECO:0007744|PubMed:25944712"
P10645	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:12442257, ECO:0000269|PubMed:3704195"
P10646	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:15340161, ECO:0000269|PubMed:19017259, ECO:0000269|PubMed:2553722"
P10669	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:3120188, ECO:0000269|PubMed:8340384"
P10720	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:15459074"
P10745	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:3827838"
P10758	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2680252"
P10761	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:12799386"
P10764	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2537174, ECO:0000269|PubMed:2752053"
P10820	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:3190678, ECO:0000269|PubMed:3261391"
P10855	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3279154"
P10889	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:2643119"
P10909	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1903064, ECO:0000269|PubMed:2387851, ECO:0000269|PubMed:2601725, ECO:0000269|PubMed:2780565, ECO:0000269|PubMed:3154963, ECO:0000269|PubMed:8328966"
P10959	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3235453"
P11021	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2294010, ECO:0000269|PubMed:9150948"
P11150	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2839510"
P11151	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2674142, ECO:0000269|PubMed:2885834, ECO:0000269|PubMed:3536511"
P11215	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:3539202"
P11218	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1544484"
P11226	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7982896"
P11279	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2912382, ECO:0000269|PubMed:3198605"
P11407	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2597708"
P11438	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3379044"
P11590	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12192080"
P11598	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1657921"
P11654	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:2738089"
P11684	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:11788998, ECO:0000269|PubMed:1395029, ECO:0000269|PubMed:1400743"
P11717	SIGNAL 1..40; /evidence="ECO:0000269|PubMed:2957598"
P11911	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:2023945, ECO:0000269|PubMed:2269334"
P11912	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:7514267"
